5330059,2h8hA,1,train
71680307,2lnlA,1,train
91819728,6ej3A,1,train
881898,2ebtA,0,dev
891545,1upwA,0,train
11584508,5hjsB,1,train
51361196,5inoB,0,train
60151821,5ox6A,0,train
68161736,4k33A,1,test
45380935,6ej3A,1,train
90645399,2c75B,0,train
215090,5nw7A,0,train
843742,2d1iB,0,train
646236,3ttjA,0,train
2111478,1ug3B,0,train
5353,3ibjB,0,train
3218139,6ddfR,0,train
91970648,5ecgD,0,train
44142016,4gzaH,0,train
368866,1mazA,0,train
16735162,1x9nA,1,train
68405540,3tniB,1,train
40588499,4e9mF,0,test
117876806,5kkrC,1,dev
10172292,1larB,0,dev
68424440,5v48B,1,train
750947,1qkmA,0,train
2998662,4ae9B,0,train
89967444,1n8sA,1,test
18922481,4f9cB,0,train
1245566,2qw4D,0,train
46398839,2opnA,0,train
3095208,3kydA,0,train
89653999,5t89Y,1,train
70498535,3lmkB,1,train
91897233,1kq6A,0,train
5335,1nr6A,0,train
89472841,6c24C,1,train
66715232,4ixpA,1,train
149790,3bjcA,0,train
54726714,4bdtA,1,train
68767109,5t1aA,1,train
3816676,1jxqD,0,train
91970640,4fl6B,0,train
10320381,2h8hA,1,train
3800684,1jxqD,0,train
11493187,2ocfA,0,test
1328033,5y4hA,0,train
117793073,2ac3A,1,train
3242857,1qb0A,0,train
72190499,2c75B,0,test
44132744,3g33C,1,train
847161,4kjgB,0,train
1081556,1oplB,0,train
72548912,4rpvA,1,train
3062316,4nifD,0,train
10621170,5xprA,0,train
91799495,4dffB,1,train
1834960,5xszA,0,train
7026334,2ocfA,0,dev
670281,1znqQ,0,train
22333190,2mzzA,0,train
66555984,5kcvA,1,dev
49792852,2zmcA,0,train
60152011,4j05B,1,train
118274198,3tniB,1,train
91896083,3bejB,1,train
2726,5o0tA,0,train
59492887,5j71A,0,train
91934228,5lm4A,0,train
118159066,4ejnA,1,train
24881406,5td7A,1,train
50942980,2xs0A,1,train
86279477,5u2hB,1,train
46886033,1n4hA,0,train
10553384,5xprA,1,train
24968229,5kkrC,1,train
279291,5inoB,0,train
86293208,4ec9A,1,train
119098907,4fl2A,1,dev
7619145,1kltA,0,train
74539755,4dffB,1,train
571818,2c75B,0,dev
11701569,2bxsB,1,test
89476726,3dh4D,1,train
58190605,2uzyD,1,train
86293161,4uygF,1,train
118159363,3v2yA,1,train
14791364,2hckB,0,train
44144348,4gzaH,0,dev
44280546,3bjcA,1,train
68234668,5tfuD,0,test
59186870,4z9gC,1,train
5122527,3eayA,0,train
60142489,4cibA,1,train
5280567,1pl8D,0,train
71093703,3ibjB,1,train
58546848,4dffB,1,train
68297176,5ox6A,0,train
46191618,5j71A,1,train
91897253,1kq6A,0,train
68768923,5va2A,0,train
1375610,4iqrF,0,train
339661,1kq6A,0,train
78321990,6ej3A,1,train
92044840,4qpaB,1,train
52933794,5tfuD,0,dev
44548048,4k33A,1,train
25024881,4ywyC,0,train
50938730,4k33A,1,train
91937557,6bpqD,1,train
10691652,3rcdD,1,dev
118206612,4rmzB,1,train
11489861,5kcvA,1,train
86292780,4uygF,1,train
71699909,2uzyD,1,train
71233678,4fl2A,1,dev
89492373,3n2zB,1,train
50939224,1evtD,1,test
10871427,4bdtA,0,train
60163503,3ibjB,1,train
90117647,4dffB,1,train
12855,3mjgY,0,train
805690,5nwxA,0,train
71150038,2c75B,0,train
123131750,2c75B,0,train
1331726,1ug3B,0,train
58300158,3g33C,1,train
89979971,3lmkB,1,train
86279742,5u2hB,1,train
5723719,2c75B,1,train
1084013,5inoB,0,train
24901616,5fwqA,1,train
52933057,3qs9H,1,train
4521392,5e92A,1,train
17759555,2h8hA,0,train
51029905,3g42D,1,dev
9871029,1autC,0,train
46830335,3pblB,0,train
23646933,4k0vA,1,train
24993189,4iq6B,0,train
2234049,2j0jA,0,train
44315148,3e37A,1,train
10708835,1xjdA,0,train
91801105,4iwqA,1,dev
1994324,3eayA,0,train
10146934,1l8kA,1,dev
71230704,5g0iB,0,train
44551271,5g0iB,0,dev
2385758,2m65A,0,test
118159238,3v2yA,1,train
6538779,3o0gB,0,train
2802138,4im6A,0,train
68323401,3g51A,1,train
118013312,4xptA,1,train
6918548,5cj6A,1,train
91899523,4gzaH,0,train
67502811,2ifgB,1,train
71288717,4dffB,1,train
68163172,4k33A,1,train
877490,5nw7A,0,train
66556938,1evtD,1,train
1111773,5irnA,0,train
117925712,4xi2A,1,train
2940938,1mazA,0,train
619089,5lmkA,0,train
1825554,4gzaH,0,train
10578969,2ksbA,1,dev
1474968,2j0jA,0,train
67500168,2ifgB,1,train
119099033,4fl2A,1,dev
11834625,2d1iB,0,train
2985508,5irnA,0,dev
11581762,3g33C,0,train
91931308,4s0vA,1,dev
124221433,5wbgF,0,train
71467631,4a69B,1,train
17563969,5u09A,0,train
50997116,3lxlA,1,test
2099546,2mzzA,0,train
44402077,3bjcA,1,train
68078933,4af3A,1,train
58881868,2xs0A,0,train
49800475,5tfuD,0,dev
1232314,1kq6A,0,train
6869156,2m65A,0,train
57698299,4y2bA,1,train
91928843,5vcgA,1,train
89472128,4oemA,1,train
3243213,3ttjA,0,train
648756,3ttjA,0,train
90643511,5lmkA,0,dev
58299949,3g33C,1,train
118206656,4rmzB,1,train
23648438,2c0yA,1,train
1357397,4kjgB,0,train
6539613,4iq6B,1,train
54596421,3tkiA,1,train
1345238,5fwpB,0,train
72279,4nreA,0,train
11719421,3omvB,1,train
2727812,1ta0A,0,train
66715635,4ixpA,1,train
3081160,3c6mD,1,train
86292780,2yw5A,1,train
67476262,1uu8A,1,train
90656372,4g2iA,1,dev
9956918,5xprA,1,test
118381259,4qpaB,1,train
6763,4ekuA,0,train
90644310,4dffB,1,train
118117193,2c75B,0,train
10447425,1eqhB,0,train
58093197,4fl2A,0,test
44271388,1eqhB,0,train
50996582,3lxlA,1,train
49846440,2xq2A,1,train
4424079,1yvlB,0,train
5328523,1evtD,0,train
71295953,2p0mB,0,train
3142290,3f5cC,0,train
24968576,5kkrC,1,train
50906397,3tniB,1,train
58548657,4dffB,1,train
5329253,5xwdA,0,train
68405503,3tniB,1,train
68753749,5kcvA,1,train
3453217,1znqQ,0,train
44378194,1eqhB,0,train
5753,4ldsB,0,test
90645309,2hi4A,0,train
16197202,6be6D,0,test
11516485,2ifgB,1,train
58522633,2j0jA,1,train
10549551,1eqhB,0,train
447721,5xwdA,0,train
53252088,4dffB,1,train
58299785,3g33C,1,train
66549646,3g33C,1,train
119099025,4fl2A,1,dev
71075282,3e00D,1,train
44382649,4wk4B,1,train
11497455,4liqE,1,train
91937621,4rpvA,1,train
90413745,6ej3A,1,train
216239,2j0jA,0,train
86766882,4xxbB,1,train
53235507,4fl2A,1,test
68298642,4ixpA,1,train
2054727,3eayA,0,train
20936506,3g42D,0,dev
5329035,5xwdA,1,dev
16188951,1ug3B,0,train
12242324,1hfqA,0,train
58315474,4yc6G,0,train
385070,4iq6B,1,train
944467,2mzzA,0,train
57335955,5xwdA,1,train
6033619,5nw7A,0,train
4581,2f83A,0,train
71305058,5tfuD,0,dev
44590237,4iq6B,1,train
1955904,2xs0A,0,train
52933302,4liqE,1,train
44318454,6cm4A,1,train
86766343,4fl2A,1,dev
2756,4ldsB,0,train
10204357,3v2aR,1,test
121231247,2ifgB,1,train
73506678,1n8sA,1,dev
38853,3elpD,0,train
3483852,4kjgB,0,train
665037,6b73B,0,test
72705234,6ej3A,1,dev
5328940,2x7fE,1,train
59837623,2h8hA,1,train
44293722,2hckB,1,dev
49792852,4qpmB,0,train
25207499,3g04C,1,train
42611257,5xwdA,0,train
42618008,2bxsB,0,train
5328485,3mjgY,0,train
90657015,3dh4D,1,train
5329181,4fl2A,0,test
89476585,3dh4D,1,train
10286,2c75B,0,train
11497455,5x23A,0,dev
91799503,4dffB,1,train
4884550,4gzaH,0,train
156422,3hdnA,0,test
86293539,4uydA,1,train
76192010,5h0hA,1,train
67202442,2hi4A,0,train
6539399,4iq6B,1,train
4095186,1kq6A,0,train
2813415,6aumA,0,train
117890054,5kkrC,1,train
5329273,3mjgY,0,train
90654862,5y4hA,0,train
3238260,4gzaH,0,train
71295086,4iwqA,1,dev
44600089,5vvdD,0,train
54760284,4dffB,1,train
5280704,4bdtA,0,train
58522530,2j0jA,1,train
90654798,4md8H,0,train
118274332,3tniB,1,train
90008650,4xi2A,1,test
91799553,2h8hA,1,train
9927943,5kkrC,0,train
6860704,2m65A,0,train
23729136,4iq6B,1,train
54765930,2zmcA,1,train
68405537,3tniB,1,train
44183289,5fwpB,1,train
45138932,4a69B,1,train
4829397,2q4rA,0,dev
72279,3t6jA,0,train
72549613,4rpvA,1,train
11578023,6ej3A,1,train
89962107,1n8sA,1,test
2868371,3ttjA,0,test
91799501,4dffB,1,train
71679632,2lnlA,1,train
91826378,2yw5A,1,train
68004761,2psqB,1,train
24178146,4kjgB,0,train
119098937,4fl2A,1,dev
68755128,4ejnA,1,test
2612432,2ocfA,0,test
90074198,5fn5B,1,train
61833723,2c75B,1,train
118365323,4qpaB,1,train
24849911,6aumA,1,train
91896435,2ocfA,0,test
4287001,1kq6A,0,train
68405633,3tniB,1,train
90654180,3ibjB,1,train
2116235,6be6D,0,test
6540024,5jl9A,1,train
23647770,1b6aA,1,train
91970644,5v9tB,0,train
44516035,4udcA,1,train
1118039,1kq6A,0,train
67615971,6ej3A,1,train
17757134,4x0fB,0,dev
66716163,4ixpA,1,train
1485415,3lxlA,0,train
90644770,5x23A,0,dev
10168739,1yguB,0,train
5340690,1kq6A,0,test
86692932,4ixpA,1,train
52936036,4liqE,1,train
10686657,5vcgA,0,train
90654799,1oplB,0,train
9572657,1gxcJ,0,train
90412762,4ec9A,1,train
2208336,2mzzA,0,train
66551285,5is0E,1,train
86767020,4xxbB,1,train
90656448,2c75B,1,train
118206130,4rmzB,1,train
56602713,4ypvA,1,train
68169809,4k33A,1,train
24746457,3mptA,1,test
66715861,4ixpA,1,train
6539022,5lmkA,1,train
16049475,1upwA,1,train
86766480,4fl2A,1,dev
10114,1zc0A,0,train
90655145,1oplB,0,train
71585881,4xxbB,1,train
16072099,5tfuD,0,test
5320844,4af3A,0,train
11713433,1upwA,1,dev
2054025,1khxA,0,dev
665762,3ttjA,0,train
714070,2c0yA,0,train
118206886,4rmzB,1,train
57340235,1kltA,0,train
22337167,4x0fB,1,train
2886570,1zc0A,0,train
54596282,3tkiA,1,test
44385264,4yc6G,1,train
3237441,4e9mF,0,train
652554,1ta0A,0,train
519420,5xwdA,0,train
5328730,3mjgY,0,train
1727782,6be6D,0,dev
9906777,6cm4A,0,train
4740,5hbfB,0,dev
10289038,5kcvA,0,train
22911939,1eqhB,0,train
117700816,4ejnA,0,train
44321231,3bjcA,0,train
91895753,6eorD,0,train
44144325,3g42D,0,dev
44517310,4udcA,1,dev
661924,5fwpB,0,train
894122,2f83A,0,train
71233706,4fl2A,1,test
44369352,5g0iB,0,train
6539555,4iq6B,1,train
89442703,4ejnA,1,train
91970649,3oq5C,0,train
1117870,5nwxA,0,train
66558095,4qpaB,1,train
117876240,5kkrC,1,train
4292126,5xszA,0,train
10039460,3mjgY,1,train
5328731,3mjgY,0,train
984194,4gzaH,0,train
6539007,5lmkA,0,train
25093275,1mazA,0,train
118045787,4qpaB,1,train
71821,3cjwA,0,train
59492490,5j71A,1,train
16090444,4xxbB,0,train
2092,2i2rL,0,train
68323547,3g51A,1,train
91970648,5xfpE,0,train
117793146,2ac3A,1,train
16727377,5inoB,0,train
51001624,3v2aR,1,train
51352161,4z9gC,1,train
77935556,6c24C,1,train
1373945,4uuqB,0,train
73334944,3lmkB,1,train
3035241,4af3A,0,dev
44417013,6aumA,1,train
44324730,4wk4B,1,train
89476615,3dh4D,1,train
66762385,4af3A,1,train
5330081,1oplB,1,train
66959502,4fl2A,1,test
71233690,4fl2A,1,dev
69689,4yc6G,0,train
24755478,5hbfB,0,train
5329639,5lmkA,1,train
46843405,4aseA,0,train
4048115,5x23A,0,dev
2258,1khxA,0,train
54766248,2zmcA,1,train
9836341,5lmkA,1,train
69670273,4xi2A,1,train
656259,1zc0A,0,train
58546827,4dffB,1,train
4834110,3g42D,0,dev
90683970,2ifgB,1,train
44251463,4e9mF,0,dev
52935603,5tfuD,0,test
118365107,4qpaB,1,train
71075168,3e00D,1,train
90430671,4oemA,1,train
90645089,3tniB,0,dev
46186003,4rpvA,1,train
707914,5xwdA,0,train
91826307,4uydA,0,test
58315406,5lmkA,0,train
44336924,3bjcA,1,train
25241700,5nw7A,0,train
23647779,1b6aA,1,train
91669175,4a69B,1,train
54765514,3kcfE,1,train
89967523,1n8sA,1,dev
57520407,3zlqB,1,train
2735289,5nwxA,0,train
44143928,4gzaH,0,train
44473102,4k0vA,1,dev
5329098,4k0vA,0,train
2213548,2mzzA,0,test
117925826,4xi2A,1,train
60164937,5g0iB,1,train
657413,2dngA,0,train
9823594,1eqhB,0,train
50914103,6ej3A,0,train
58548325,4dffB,1,train
90645033,4dffB,1,train
58064730,4tntB,1,train
52933545,4liqE,1,train
84973092,2ec8A,1,train
71237900,4fl2A,1,dev
90412840,6ej3A,1,train
86766742,4fl2A,1,dev
360857,4ae9B,0,train
666291,3ttjA,0,train
4849353,5nwxA,0,train
4455348,1ug3B,0,train
90656759,4rpvA,1,dev
46842383,6bqhA,0,test
2930528,1znqQ,0,train
775079,5nw7A,0,train
1078331,5nwxA,0,train
44385265,4yc6G,1,test
68996260,5i6zA,1,train
942,5va2A,0,train
118365373,4qpaB,1,train
73335824,3lmkB,1,train
4270661,1yvlB,0,train
91896427,2ocfA,0,dev
71506252,2c75B,0,test
68004124,5uiwA,1,train
1368253,4kjgB,0,train
58548302,4dffB,1,train
4417538,1kq6A,0,train
442514,5nw7A,0,train
71727483,6ej3A,1,train
74434786,4y2bA,1,train
24824046,4k0vA,0,train
69314245,5u6bD,0,train
9550625,1qkmA,0,train
52933061,4liqE,1,train
9841032,4pirE,1,train
1316586,3eayA,0,train
22063973,3mptA,1,train
3149444,3eayA,0,train
5330160,2h8hA,0,dev
90644214,5t46C,0,train
46902254,3g42D,0,test
6539500,4iq6B,1,train
5340764,3f5cC,0,train
2868734,1zc0A,0,train
5238184,2q80F,0,train
10371334,5vcgA,1,train
57334144,2c0yA,1,train
71233737,4fl2A,1,dev
1519739,2c0yA,0,train
59493194,5j71A,1,train
117094786,2uzyD,1,train
58299639,3g33C,1,train
124081233,3omvB,1,train
580038,1qb0A,0,train
1232518,2d1iB,0,train
59673987,3v2aR,1,train
68005486,2psqB,1,test
11404410,1ta0A,0,dev
1265108,2f83A,0,train
91895804,6eorD,0,train
11664426,3tkiA,1,train
23644876,3v2aR,0,train
1111773,4e9mF,0,train
66553158,5t89Y,1,train
89939561,4amtA,1,train
44360732,4pirE,1,train
86292781,4uygF,1,train
5329243,3v2aR,0,train
689156,5nw7A,0,train
10786954,1eqhB,0,train
68078742,4af3A,1,train
53246812,3g51A,1,train
70794040,3tniB,1,train
44224104,4bdtA,1,train
58522562,2j0jA,1,train
67496823,2c0yA,1,train
57407068,2zmcA,1,train
74944887,4x0fB,1,train
71682213,4d0mg,1,train
156422,5es1A,0,train
89622234,1evtD,1,train
78321991,6ej3A,1,train
5328497,1evtD,0,train
10673969,5xprA,0,train
25190496,6ej3A,1,train
71241898,4fl2A,1,dev
126941,1pl0D,0,train
121595865,5is0E,0,train
67201175,5tfuD,0,test
86346127,4dffB,1,train
2399900,2kbwA,0,train
122172783,2c75B,1,train
68181936,3ibjB,1,train
91970651,5xfpE,0,train
14970537,5hk2C,1,train
71586275,4rxzB,0,train
118045838,4qpaB,1,train
10043994,2h8hA,0,test
59492869,5j71A,1,train
695204,3f5cC,0,train
117793189,2ac3A,1,train
2999946,5ahoA,0,train
68261178,3g33C,1,train
10482293,4ae9B,1,train
121486674,4iq6B,0,train
2958562,3f5cC,0,train
44263427,3e00D,0,train
90644223,5t46C,0,train
20793914,4wk4B,1,train
58546944,4dffB,1,train
46830247,3zmvA,1,dev
89726364,2lnlA,1,dev
59326806,4dffB,1,train
92044752,4qpaB,1,train
10783444,3mjgY,0,train
663584,3g42D,0,test
11626920,3mjgY,1,train
18451073,4liqE,1,dev
89721929,5m6uB,0,train
6492412,1vhrB,0,train
10530612,3e37A,1,dev
70350985,3mptA,1,train
86766975,4xxbB,1,train
92044590,4qpaB,1,train
24964624,5kcvA,1,train
3759,1ko9A,0,train
71280774,2ec8A,1,train
76192152,3mptA,1,train
16105515,4uyaA,0,train
117739110,2lnlA,1,train
1474810,2m65A,0,train
67476271,1uu8A,1,train
10067698,5lmkA,1,train
87278583,5t46C,0,train
1820,1uu8A,0,train
9908099,3e00A,1,train
44590208,2vqqB,0,test
5758789,3kydA,0,train
14503206,1hfqA,1,train
118159174,3v2yA,1,train
58315414,4yc6G,0,train
59492825,5j71A,1,train
3132765,1zc0A,0,train
58299865,3g33C,1,train
11617559,3mjgY,0,train
6008396,1ta0A,0,train
9114427,3kydA,0,train
2203266,4gzaH,0,train
23647021,5kcvA,0,train
69670422,4xi2A,1,test
44547815,4dffB,1,train
2518725,5u09A,0,train
91799416,4dffB,1,train
5328322,5xwdA,1,train
6539429,5lmkA,0,train
2527747,1cvjH,0,train
71233674,4fl2A,1,test
54741405,5ox6A,1,train
2833933,5inoB,0,train
118206577,4rmzB,1,train
58223477,4z9gC,1,train
1903391,2f83A,0,train
59492619,5j71A,1,train
46932647,1hwlD,1,train
795859,1upwA,0,train
71076935,2xq2A,1,train
89476981,3dh4D,1,train
10105573,5jl9A,0,train
92044811,4qpaB,1,test
68298779,4ixpA,1,train
445840,5xwdA,0,train
68172902,3lmkB,1,train
6538905,4yc6G,0,train
5330070,2h8hA,1,train
89654015,5is0E,1,train
44327443,3g42D,1,test
2906489,2m65A,0,train
6235585,6b73B,0,train
72103,3ibjB,0,train
52935600,4liqE,1,train
118045847,4qpaB,1,dev
796318,5nwlN,0,train
67890574,4rpvA,1,dev
6874905,1mazA,0,train
10340994,3ijeB,1,train
2912777,4im6A,0,test
58522608,2j0jA,1,train
1510379,2m65A,0,train
86301137,3lxlA,1,train
54759738,4dffB,1,train
54596417,3tkiA,1,train
124201803,3dh4D,1,train
71008470,4xi2A,1,train
118380804,4qpaB,1,train
17478513,1yvlB,0,train
91669270,5u6yL,1,train
24980893,2m65A,0,dev
91826317,4uygF,1,dev
58072466,4dffB,1,test
969516,5gt9B,0,train
118369901,4qpaB,1,train
44335356,2jx4A,1,train
545021,2f83A,0,train
57406856,5fwpB,1,train
68161672,4k33A,1,test
23648060,5cj6A,1,train
8271970,5nwxA,0,dev
58299684,3g33C,1,train
91931227,3ijeB,1,train
56947035,1hwlD,1,train
46869951,5x23A,0,dev
52933790,2hi4A,0,train
58547213,4dffB,1,train
49846152,2xq2A,1,test
2613788,1upwA,0,train
21948499,1eqhB,0,train
10166498,3v2aR,1,train
68661085,5i6zA,1,train
89753937,4ixpA,1,train
25024685,4ywyC,0,train
156422,3o96A,0,train
90411958,4ec9A,1,train
46869145,5kcvA,1,train
90645194,5xwdA,0,test
44384345,3bjcA,0,train
10650576,3e37B,0,train
833787,3g42D,0,dev
54672790,1uu8A,1,train
67257519,4dffB,1,train
29559943,1pv8B,0,train
9948659,5cj6A,1,train
67257360,4dffB,1,train
2547981,5inoB,0,train
5018698,3g42D,0,test
77935583,6c24C,1,train
21992630,3kcfE,1,train
735018,4gzaH,0,train
54760280,4dffB,1,train
5328512,1evtD,0,train
60207675,4a69B,1,train
66554542,2psqB,1,train
44329031,3lmkB,0,train
23225437,1eqhB,0,train
10453611,5a54D,1,train
11452716,2dw2B,1,train
3125599,1zc0A,0,dev
44202232,1ta0A,0,train
21270125,2p0mB,0,train
70793987,3tniB,1,train
24761805,2kbwA,0,dev
969593,3eayA,0,train
23645582,6eorD,0,train
118009819,5mo9X,1,train
56646548,4rmzB,1,train
44188018,4fl2A,1,dev
755339,2mzzA,0,train
117739723,2lnlA,1,train
54766344,3mptA,1,train
2956806,1ta0A,0,train
11586583,3npcB,0,test
84972978,5l13H,1,train
2081549,2c0yA,0,train
44818223,4yc6G,0,train
25163202,3g42D,0,test
9950475,3g42D,0,dev
74539271,4dffB,1,dev
25068435,4gzaH,0,train
2666601,6aumA,0,train
58413353,2ac3A,1,train
5082182,1jxqD,0,test
50942982,2xs0A,1,train
2997875,4ekuA,0,train
483894,2mzzA,0,train
53328813,4dffB,1,train
8070567,5irnA,0,train
3313214,1kq6A,0,train
95802,5lmkA,0,train
24863584,4k0vA,1,train
2944333,5nwlN,0,train
46836277,2gdzA,1,train
66636671,4dffB,1,train
90643649,2a79B,0,train
44269856,6b73B,1,train
2738188,2f83A,0,train
252473,5xwdA,0,train
24817662,4gzaH,0,train
89967563,1n8sA,1,test
5330296,3g33C,1,train
5281678,3mptA,0,train
74539336,4dffB,1,test
11737638,2h8hA,0,train
729707,1kq6A,0,train
68108473,4rpvA,1,train
16118323,3v2aR,1,train
2816451,4rpvA,0,train
5327839,2h8hA,0,train
78105082,6ej3A,1,train
86766981,4xxbB,1,test
54692915,2j0jA,0,train
86767007,4xxbB,1,train
10593765,3rcdD,0,test
71288502,4dffB,1,train
58522549,2j0jA,1,train
58223507,4z9gC,1,train
42628046,1upwA,0,train
44232697,5lmkA,1,train
91970645,5ecgD,0,dev
5329426,3v2aR,1,train
774975,1jxqD,0,train
24764449,1evtD,0,dev
24860423,3g42D,1,test
91899525,4gzaH,0,train
11485656,1evtD,0,train
59837721,2h8hA,1,train
941361,2hi4A,0,train
9912410,3v2aR,1,test
86766726,4fl2A,1,test
75250775,5is0E,0,train
71678376,4af3A,1,dev
14570891,3o8yB,1,train
3000117,3ttjA,0,train
24818453,1upwA,0,train
118365226,4qpaB,1,train
3246390,5bwlA,0,train
92044661,4qpaB,1,train
58547863,3ibjB,0,train
16736444,1x9nA,1,train
2960893,4gzaH,0,train
90430579,4oemA,1,train
44364122,1rm8A,1,test
118009818,2ifgB,1,train
90412130,4ec9A,1,train
89535981,4qpaB,1,train
5330573,5lmkA,0,train
71280926,2ec8A,1,train
89980070,3ks9B,0,train
89442842,4ejnA,1,train
24881465,5td7A,1,train
71667015,5m6uB,0,train
5331087,3mjgY,0,train
71233669,4fl2A,1,dev
6493283,2mzzA,0,train
5330346,3g33C,1,train
44251471,5irnA,0,train
10335969,3mjgY,1,train
90683791,2ifgB,1,train
5329229,3mjgY,0,train
121595874,6bbjD,0,dev
57397731,3g51A,1,train
118013307,4xptA,1,train
90656788,4fguB,1,train
54596980,3tkiA,1,train
90657076,1kltA,1,dev
5328442,1evtD,0,train
1840499,3kydA,0,train
11455392,4bdtA,1,train
89789766,3v2aR,0,dev
6398883,4qt8A,0,train
1439496,1vhrB,0,train
46836533,2gdzA,1,train
11432728,4bdtA,1,train
54767418,3kcfE,1,train
5330134,1evtD,1,train
5328787,5xwdA,0,train
79618,5fwpB,0,train
5329183,2h8hA,0,train
5331126,4yc6G,0,train
89601892,4xxbB,1,train
2999333,6be6D,0,test
90644814,4e68A,0,train
117793087,2ac3A,1,train
92044771,4qpaB,1,train
2448549,6b41A,0,train
10680,3t6jA,0,train
23647434,4ejnA,1,train
71138348,4ejnA,1,train
226199,4kjgB,0,train
59320913,4k33A,1,train
667215,1khxA,0,train
11842834,3tkiA,1,train
86766486,4nwgB,0,test
90430846,4oemA,1,train
86716350,5u2hB,1,train
380856,2hckB,0,train
710947,4ae9B,0,train
46885213,5tfuD,0,test
5330286,3lxlA,1,train
987585,3kydA,0,train
16090437,4xxbB,0,train
13624,2vntF,0,train
89939525,4amtA,1,train
44465023,4xptA,0,dev
54761910,4dffB,1,train
118009793,4liqE,1,train
23532567,3ttjA,0,train
8515,3mptA,0,train
3239111,2f83A,0,train
59492521,5j71A,1,train
10265006,2hckB,0,test
5328702,2h8hA,0,dev
89476667,3dh4D,1,train
58299921,3g33C,1,train
90656055,4xi2A,1,test
86292432,4ec9A,1,train
890322,3eayA,0,train
53377839,3g33C,1,train
124222807,6ej3A,1,test
90645227,5e6uA,0,train
6263849,2hckB,0,train
5327918,2h8hA,1,train
53251470,4dffB,1,train
10226215,5xprA,0,train
121595849,6bpqD,0,train
10233129,4k0vA,1,dev
91799534,4dffB,1,train
71538979,4dffB,1,train
4840580,2kbwA,0,test
2925154,1vhrB,0,train
91896680,1yvlB,0,train
54582995,3e00D,0,train
17578479,2dngA,0,train
1346078,3kydA,0,train
1078769,1mazA,0,train
90414160,5u2hB,1,train
60151825,5ox6A,0,train
118206892,4rmzB,1,train
60207695,4a69B,1,train
117634609,4rmzB,1,train
66546703,3qs9H,1,train
5328435,3mjgY,0,train
44295911,5vcgA,1,train
4780,3ijeB,0,train
86766563,5kcvA,1,train
46178531,4rpvA,1,train
90644769,5x23A,0,test
23647253,2xs0A,1,train
2225578,5nwxA,0,train
2238788,1vhrB,0,dev
1329083,4logB,0,train
3087086,4bdtA,1,train
66715867,4ixpA,1,train
58548606,4dffB,1,train
2843129,1kq6A,0,train
6539816,5jl9A,0,train
664448,3ttjA,0,train
86766855,4xxbB,1,train
6538908,3o0gB,0,train
2239071,2j0jA,0,train
58548298,4dffB,1,train
118005608,5g0iB,1,train
5755,3g42D,1,dev
68312537,5is0E,0,dev
2850298,3g42D,0,dev
90430382,4oemA,1,dev
58547528,4dffB,1,train
53246815,3g51A,1,train
6624223,2dngA,0,train
71233837,4fl2A,1,dev
59190547,4x0fB,1,train
990978,5nwxA,0,train
25116189,2ifgB,1,test
